provider,email,telephone,website,address
RR CONSULTANCY,rameshramiah@gmail.com,60125190451,,
ASIA PACIFIC TVET INSTITUTE SDN. BHD.,muhinis@apti.edu.my,60194172507,,
APPLE ADVANCE ACADEMY,appleacademy.my@gmail.com,60163066336,,
VEL CONSULTANCY SERVICES SDN. BHD.,theyaga.g@gmail.com,60192186436,,
ATC ACADEMY SDN BHD,atc_academy@yahoo.com,60355186615,,
MARK GOH TRAINING HOUSE SDN. BHD.,markgohtraining@gmail.com,60163314683,,
PARADIGM MIND SCIENCE CONSULTANCY,paradigmmsc2u@gmail.com,60102923254,,
DIGITAL AGE INTELLIGENCE MANAGEMENT,hazzau8m@gmail.com,60132880966,,
IT SIMPLE SYSTEM SOLUTIONS SDN. BHD.,lee.lianfah@itsimple.com.my,60123162688,,
MISSING LINK RESOURCES (M) SDN. BHD.,ronald@missinglink.my,60172420001,,
RAVEN STRATEGIC SOLUTION SDN. BHD.,dhadev_09@yahoo.com,6.01112E+11,,
POWER TRAINING CONSULTANTS,joseph@ptc.net.my,60123030334,,
ASTARA WORK SOLUTIONS,fareeid69@gmail.com,60127285928,,
MARS COPIER SALES & SERVICES SDN. BHD.,marscopier@yahoo.com.my,60122905274,,
ONE ERP SOLUTIONS SDN. BHD.,regineleong@1erpsolutions.com,60378779303,,
NISA BUMI RESOURCES,anismohd69@gmail.com,60136925596,,
SUNA VENTURES,tengkuiezat11@gmail.com,60194994911,,
DORTHRUM AVIATION SDN. BHD.,chiefdorai@gmail.com,6012011794,,
CAPSOURCE SDN. BHD.,info@capsource.com.my,60379322118,,
RK EDUCATION & TRAINING CONSULTANCY PLT,v.k.rajkumar29@gmail.com,60172229045,,
WORLD SKILL INTERNATIONAL SDN. BHD.,ask.caemen@gmail.com,60356127219,,"7-1,7-2 & 7-3,JALAN PJS 8/10,DATARAN MENTARI,BANDAR SUNWAY,PETALING JAYA,Selangor,Malaysia-46150"
A LIFETIME PROJECT,najihahnajlaa75@gmail.com,60139337594,,
VONAD (MALAYSIA) SDN. BHD.,haizanomar@gmail.com,6.03012E+12,,
COGNETIVE EDUCATION SOLUTIONS SDN. BHD.,ceo@cognetiveedu.com,60166021378,,
AMMODAGO INTERNATIONAL ACADEMY OF EXCELLENCE SDN. BHD.,xtophermuthu@gmail.com,60192213015,,
MOBIUS GROUP SDN. BHD.,admin@mobiusgroup.co,60139810417,,
INSIGHT PSYCHOLOGICAL RESOURCES,azman@pdcmsb.com,60123885285,,
CISTREC SDN. BHD.,tannychang81@gmail.com,60127189093,,
BRILLIANT KNOWLEDGE ENTERPRISE,brilliantknowledgeent@gmail.com,60361418378,,
MALAYSIAN BUMIPUTERA TRAINING PROVIDERS ASSOCIATION,azman@pdcmsb.com,60123885285,,
ANAK2U SDN. BHD.,anak2uofficial@gmail.com,6.01159E+11,,
MAN TRUCK & BUS (M) SDN BHD,nor-zatul-himmah.shahruddin@man.eu,60351612266,,
PERSATUAN USAHAWAN MUDA PROFESIONAL SATU MALAYSIA,millionaires919@gmail.com,60174880821,,
TYMBA SKILLS SDN. BHD.,finance@tymbaedu.com,60176522838,,
AA ADVANTAGE SOLUTIONS,azra@advantagesolutions.my,60374946024,,
UNIVERSAL COMPETENCY ACADEMY SDN. BHD.,Smartjoe7308@gmail.com,60122777068,,
SAZ RESQ ENTERPRISE,jamrizaljamaludin@gmail.com,60192862061,,
PERSATUAN BINA MAHIR,beliamahir10@gmail.com,60126900773,,
ANTSBEES SDN. BHD.,magin10@gmail.com,60122882490,,
SPEED INNOVATE SOLUTIONS,speedinnovate@gmail.com,6.01156E+11,,
SIMPLIFIED MANAGEMENT CONSULTANCY SDN. BHD.,leykun@simplified-academy.com,60176682785,,
INSPIRATIONAL SOLUTIONS SDN. BHD.,kevin_tarcius@yahoo.com,60172339758,,
DISCOVERY HOTEL INDUSTRY CONSULTANCY,yvonnelim@hotelindustryconsultancy.com,60166321188,,
INTERACT PERFORMANCE SDN. BHD.,yhfoo99@gmail.com,60391078199,,
JF TESTSENSE SDN. BHD.,nor.hafizah@jftech.com.my,60361408668,,
TRIUMBAKAA SDN. BHD.,trium.bakaa@yahoo.com,60361855372,,
SWIFT APEX RESOURCES,thinagaren90@gmail.com,60166145475,,
WARRIOR STRATEGIES,warriorstrategiesgroup@gmail.com,60129751717,,
WHITEGRASS ENTERPRISE,whitegrass006@gmail.com,60123252324,,
GEMRAIN CONSULTING SDN. BHD.,hrdcorp@gemrain.net,60139839692,,
QUALITY MINDS TRAINING & CONSULTANCY,trainingqmtc13@gmail.com,6.00162E+11,,
COGNITIVE LINKS GROUP SDN. BHD.,info@cognitive-links.asia,60166411892,,
ENLLIANCE MANAGEMENT SDN. BHD.,JAYMIE@ENLLIANCE.COM,60189501818,,
ARRO GLOBAL SDN. BHD.,admin@etkhor.com,60163356772,,
GENIUS BUSINESS CONSULTANTS SDN. BHD.,shafarook06@gmail.com,60183232195,,
BEYOND ACADEMIC TRAINING SDN. BHD.,beyondacademictraining@gmail.com,60124536008,,
LAISHA ACTIVE LIFE ENTERPRISE,lawaniah@laishawellness.com,60329358100,,"UNIT 2-1, LEVEL 2, THE PODIUM,TOWER 3, UOA BUSINESS PARK,NO 1, JALAN PENGATURCARA U1/51A,SEKSYEN U1, SHAH ALAM,SHAH ALAM,Selangor,Malaysia-40150"
AG HR CONSULTANCY PLT,anand2pillai@gmail.com,60378865297,,
IOT TECH ASIA SDN. BHD.,admin@iotechasia.com,60173968512,,
MICRO CONCEPT TECH SDN. BHD.,zul@microconcept.com.my,60358919951,,
MINDAFLEX SDN. BHD.,jamali@mindaflex.com.my,60123078216,,
MEGA JATI ACADEMY SDN. BHD.,megajatiacademy.finance@gmail.com,6044242215,,
OXALIS TECHNOLOGIES SDN. BHD.,amir@oxalis.com.my,60149216353,,
TAC ONE STOP SOLUTION,tactaxsolution@gmail.com,60162257482,,
INFINITE HORIZON ENTERPRISE,infinitehorizonenterprise@gmail.com,60123951487,,
PARADIGM LEARNING ASSOCIATES,azurajamall@gmail.com,60123617714,,
GENIUS TRAINING ACADEMY PLT,sundra2211@gmail.com,60129342211,,
MITE EDUCATION SDN. BHD.,whazzuan@gmail.com,60132779551,,
ADAWIYAH GLOBAL VENTURES SDN. BHD.,azmidaconsultant@ymail.com,60361865849,,
MULTITIME RESOURCES PLT,ttan22@gmail.com,60122720950,,
VALUELAB CONSULTANCY SERVICES,elsie.low@valuelab.com.my,60162013467,,
AHIMSA YOGA (M) SDN. BHD.,ask@ahimsayoga.my,60126039733,,
INSIGHT CREATIONS,kevin_tarcius@yahoo.com,60172339758,,
TECHNONOMICS GLOBAL,dannydarwish7@gmail.com,60136001717,,
PUSAT BAHASA CAMBRIDGE ENGLISH FOR LIFE SDN. BHD.,farhana@cambridgeforlife.org,6.01112E+11,,
THINKLEO SDN. BHD.,leo@thinkleosolutions.com,60163491793,,
DIGITAL DOLPHIN ASIA SDN. BHD.,hello@digitaldolphin.one,60102305740,,
EGG TRAINING & CONSULTANCY,eggevents@gmail.com,60165331513,,
COACH 2 TRAIN PERFORMANCE,coach2train@gmail.com,60122071115,,
TOP GUN CONSULTANCY SDN. BHD.,saifolmualim@gmail.com,60193180367,,
MYREF CONSULTANCY AND TRAINING PLT,shahira@myref.org.my,60136630840,,
RAHANIM MANAGEMENT CONSULTANT,myoffice.rmc@gmail.com,60193275757,,
CY WORLDWIDE,c_flame@hotmail.com,60378738368,,
HANDY ENGINEERING SDN. BHD.,hady@handyengineering.co,60355230301,,
AJL (M) SDN. BHD.,akademijl@gmail.com,60351927917,,"NO. 42 JALAN KOTA RAJA M27/M,,WISMA KEZO,HICOM TOWN CENTRE,SEKSYEN 27,SHAH ALAM,Selangor,Malaysia-40400"
PERTUBUHAN JURUSOLEK ARTIS FILEM,pjaf.asia@gmail.com,60126361716,,
RIGEL TRADING,RigeltradingMY@gmail.com,60126576458,,
SANDHURST ADVISORY SDN. BHD.,admin@eesentral.com.my,60358797081,,
GRAND INTERNATIONAL ACADEMY SDN. BHD.,shwong911@gmail.com,60123666100,,
VINTAGEZ TRAINING & CONSULTANCY,vintageztac.logas@gmail.com,60172559117,,
SEMENYIH ECO VENTURE RESORT & RECREATION SDN. BHD.,admin@ecoventurevillage.com,60132302308,,
LIEW TRAINING CENTRE,liewwengkong@gmail.com,60137305000,,
AQUARIAN LAB SDN. BHD.,atma.singh@my.ccrbs.com,60122838703,,
UNIVERSAL TEAM BUILDERS,admin@teambuilding.my,60123035990,,
SUCCESS DRIVEN PLT,successdrivenplt@gmail.com,60192228809,,
PEOPLE PSYENCE SDN. BHD.,akmar@peoplepsyence.com,60193959581,,
THE HAPPY LEAVES SDN. BHD.,elliehan@thehappyleaves.com,60127142779,,
ICEKAP GROUP ENTERPRISE,drlallan@icekapgroup.asia,60183675975,,
FINGUARD LABS SDN. BHD.,jeya@finguardlabs.com,60123172725,,
ILMU TECHNETBIZ SDN. BHD.,navin.karan@ilmutech.com,60162125005,,
HERTFORD SYSTEM SDN. BHD.,vincent@hertfordsystem.com,60123831599,,
AYRA GLOBAL,anggunananthan@gmail.com,60172277721,,
DYNAMIC MANAGEMENT SERVICES & TRADING,mutthumanickam@yahoo.com,60196194758,,
INOVISION RESOURCES,darrelltarcius777@gmail.com,60173201824,,
SERI GARAM KITCHEN,anggunananthan@gmail.com,60172277721,,
NT BUSINESS CONSULTING AND TRAINING,nagulant88@gmail.com,60196609402,,
TODAK ACADEMY SDN. BHD.,noorin@todak.com,6.01111E+11,,
UITM TECHNOVENTURE SDN. BHD.,utvtraining@uitmtechnoventure.com.my,60196525596,,
CORPORATE COACH SDN BHD,esteechong@corporate-coach.com,60123770816,,
IT EXPERT CONSULTANCY SDN. BHD.,anis@itexpertconsultancy.com,60183168987,,
HITACHI SUNWAY INFORMATION SYSTEMS SDN. BHD.,hrd@hitachi-sunway-is.com,60356399911,,
TRANSLAB (M) SDN. BHD.,info@translab.com.my,60122039288,,
CARE PROFESSIONALS ALLIANCE RESOURCES,melodyang1301@gmail.com,60177099001,,
CONVERGENCE GBS SDN. BHD.,shawnyip@talentlabsmy.com,60126710102,,
GLOBAL STRATEGIC PARTNERS SDN. BHD.,jeyasree@gspasia.tech,60379601922,,
LEARN DIRECT RESOURCES,ainiy@learndirectresources.com.my,6.01111E+11,,
MR TECHNOLOGY SDN. BHD.,diyana@mrtsb.com.my,60109019600,,
STRATEGIC BUSINESS DEVELOPMENT SDN. BHD.,josephmf@strategicbd.com.my,60169318301,,
MITRA IT SOLUTIONS SDN BHD,jagadesan@mitragroup.com.my,60383209802,,
AGENSI PEKERJAAN JENERGY SDN. BHD.,MULTIHR@GMAIL.COM,60374990090,,
ADAMAS INTEGRATED VENTURE PLT,admin@adamasconsult.com,60139211636,,
ECHT CONSULTING,justin.echtventure@gmai.com,60126416488,,
M&T NETWORK CONSULTANCY SERVICES SDN. BHD.,mariammn@mtnetwork.com.my,60173058878,,
FMM INSTITUTE (SELANGOR),fmm_institute_selangorkl@fmm.org.my,60355692950,,
FEDERATION OF MALAYSIAN MANUFACTURING (SELANGOR & KUALA LUMPUR),fmmselangor@fmm.org.my,60355692950,,
AUDITASK (M) SDN. BHD.,auditask.malaysia@gmail.com,60389592693,,
SRI URKEED HOLDINGS SDN. BHD.,sriurkeedacademy2020@gmail.com,60124335530,,
ANBIZ SDN. BHD.,yvonne.ng@anbiz.com,60350330333,,
MK CENTURY GLOBAL,mkdaya19@gmail.com,60163568431,,
HANNIEL CONSULTING,vivienhannielconsulting@gmail.com,60163110757,,
ARTHATEK RESOURCES CORPORATION SDN. BHD.,arthatek.corporation.2002@gmail.com,6.01112E+11,,
FST SERVICES,fst2you@gmail.com,60172811700,,
RAPID TEAM SOLUTION SDN BHD,sales@rtssb.com,60361436182,,
X3SI SDN. BHD.,compliance@x3si.com,60125558350,,
RAVE CORPORATE TRAINING PLT,malliga@ravect.com,60122726888,,
SHARAA ENTERPRISE,bawani@sharaaconsultancy.com,60123752536,,
GRIT ACE SDN. BHD.,gritacetraining@gmail.com,60329359582,,
SIS CERTIFICATIONS SERVICES,sis_admin@certificationbody.com.my,6037863189,,
DRAVAGUS RESOURCES SOLUTION SDN. BHD.,inquiry@dravagus.com.my,60123577218,,
FINANCIAL PSYCHOLOGY SDN. BHD.,ronald@financialpsychology.com.my,60162233880,,
HOWLING WOLF DIGITAL MEDIA SDN. BHD.,sonia@howlingwolfdigital.com.my,6.01112E+11,,
ENGLISH MATTERS SDN. BHD.,nas@ukenglishmatters.com,60193030418,,
WAY FORWARD ENTERPRISE,marilynysy@gmail.com,60123282803,,
MASTERMIND TRAINING AND DEVELOPMENT,mastermindtrainingdevelopment@gmail.com,60189498055,,
THOTH CAPITAL SDN. BHD.,thothcapital@gmail.com,60192378545,,
MC JO ACADEMY SDN BHD,account@mcjo.com.my,60172492828,,
M PRO RESOURSZES,mpro.resourszes@gmail.com,60123578302,,
MORDECAI COACHING & LEADERSHIP SOLUTIONS SDN. BHD.,sandra@mordecai.com.my,60123212007,,
HEARTS AND MINDS DEVELOPMENT CENTRE,hrdc_sole@hearts-minds.com,60123930627,,
ANAN MOTOR,anggunananthan@gmail.com,60172277721,,
PARADIGM LEARNING CONSULTANCY,drsashee@drsashee.com,60193193999,,
IME TECHNOLOGY SDN. BHD.,marketing@cadcam.com.my,60377836866,,
MALAYSIA PEST MANAGEMENT ASSOCIATION,info@pcam.com.my,60392857288,,
ANUGRAHA TRAINING SDN. BHD.,traininganugraha@gmail.com,60107941055,,
SANITHA PASTRY SDN. BHD.,keshavikutty01@gmail.com,6095161317,,"GROUND FLOOR B-G-3A,JALAN PJU 1A/41B,PUSAT DAGANGAN NZX,ARA DAMANSARA,PETALING JAYA,Selangor,Malaysia-47301"
TWININKS RESOURCES,ismail.twininks@gmail.com,60192814138,,
C&G ANALYTICA SDN. BHD.,enquiries@cganalyticaconsulting.com,60163141770,,
UOC SDN.BHD.,uoc@cyberjayagroup.com.my,603 8313 7000,,
LIGHTMAN CONSULTING SDN. BHD.,hrdf.training@lightman.com.my,60379318688,,
PERSATUAN KEMAHIRAN TVET SELANGOR,tvetselangor2020@gmail.com,60162705081,,
CY MULTITRADE SDN. BHD.,celineyong@cy-grp.com,60389578881,,
OBSNAP CALIBRATION SDN. BHD.,cal.quality@obsnap.com,60175026450,,
GREEN PACKET ACADEMY SDN. BHD.,gpa@greenpacket.com,60327146288,,
HORIZON INSTITUTION SDN. BHD.,reza@solidhorizon.com,60199918855,,
NOVAVITA SDN. BHD.,umarhamzah@novavita.com.my,60361781551,,
SHEKHINAH PR SDN. BHD.,jivan@shekhinah.my,60167445039,,
EDUCOLOGY SDN. BHD.,hello@educology.com.my,60107782800,,
INBOSZ TECHNOLOGIES SDN. BHD.,support@inbosz.com,60348204318,,
STRATEGIC HRM SOLUTIONS,fauzinordin@hrconsultant.my,60342950398,,
OMTERA (M) SDN. BHD.,info.omtera@gmail.com,60109118767,,
M&T NETWORK CONSULTANCY SERVICES SDN. BHD. (M&T CARE CENTRE),mariammn@mtnetwork.com.my,60173058878,,
CATALYST ACADEMY SDN. BHD.,jeremy.ktlee@catalystacademy.asia,60123071979,,"A-09-06 LEVEL 9, RADIA OFFICE,,SEKSYEN U8, BLOCK A,PERSIARAN ARKED,,BUKIT JELUTONG,SHAH ALAM,Selangor,Malaysia-40150"
CPTF CONSULTING,mdazmi2571@gmail.com,60193383932,,
STELLAR DYNAMIC SOLUTIONS SDN. BHD.,nikky@stellardynamic.com.my,60163511064,,
IMPACT MANAGEMENT CONSULTANCY (KL) CENTRE SDN. BHD.,imckl@pc.jaring.asia,60133043118,,
HR FORUM MALAYSIA SDN. BHD.,roziah@malaysiahrforum.com,6.01112E+11,,
GIVING TREE GLOBAL SDN. BHD.,finance@givingtreeglobal.com,60124758191,,
KNOWLEDGE GATEWAY PLT,coey@knowledge-gateway.com.my,60103154425,,
BGST RESOURCES SDN. BHD.,zuria@bgst.com.my,60103663103,,
RADIANT EVENT SOLUTIONS,radianteventsolutions@yahoo.com,60126431220,,
SKILLUP TRAINING AND HR CONSULTANCY SDN. BHD.,devan.u@skilluptrg.com,60129056707,,
PARADIGM LEARNING ASSOCIATES PLT,azurajamall@gmail.com,60122367714,,
PROJECT LEADERSHIP ACADEMY,my1wish@mypmgenie.com,60125800117,,
LINCOLN PROFESSIONAL ACADEMY SDN. BHD.,mahendran@lincoln.edu.my,60102194335,,
VERTICAL VENTURES NETWORK SDN. BHD.,verticalventuretraining@gmail.com,60355239070,,
BIG IDEAS PROVIDER SDN. BHD.,amutha@big-ideas.my,60123070431,,
CRESTAR EDUCATION (M) SDN. BHD.,hrdc@crestar.com.my,60356322663,,
SIX HR SOLUTIONS SDN. BHD.,info@6hrs.com.my,60380620040,,
SEGI CONSULTANCY SDN. BHD.,harizzulkifli@segi.edu.my,60197513463,,
PUNCAK SELAMAT RESOURCES,ihassan1962@gmail.com,60133502013,,
ZAID MOHAMAD ACADEMY,coach@zaidmohamad.com,60133333403,,
PRAKASH & ASSOCIATES SDN. BHD.,ivas_1983@hotmail.com,60125356345,,
PENERAJU MODAL DIGITAL SDN. BHD.,penerajumodaldigital0607@gmail.com,60167254561,,
MALAYSIA AIRPORTS HOLDINGS BERHAD,maa@malaysiaairports.com.my,60387777000,,
CORE APEX TRAINING PLT,tasnim@coreapexteam.com,60133897883,,
YAPEIM SMART VENTURE SDN. BHD.,yapeimsmartventure@ysv.yapeim.my,60382115731,,
SIME DARBY INDUSTRIAL ACADEMY SDN. BHD.,sdi.academy@simedarby.com,60380688672,,
BEAM TRANSIT SDN. BHD.,vrisnaan@yahoo.com,60173737449,,
BENCHMARK PROPERTY MANAGEMENT SDN. BHD.,nev@benchmarkpm.com.my,60176491992,,
MONASHA SKILLS ACADEMY SDN. BHD.,mohanakumari.mps@gmail.com,60122090017,,
TSP SUCCESS ENTERPRISE,tsp067@gmail.com,60167283242,,
TALENT & HUMAN SOLUTIONS SDN. BHD.,ramu@emcgroup.com.my,60122070787,,
LEADERBOARD CONSULTING SDN. BHD.,sarah@leaderboard.com.my,60123300765,,
YOKE IDEAS ENTERPRISE,alan@yokeideas.com,60173766734,,
ENTWINE CONSULTANCY SDN BHD,thomas@entwin3.com,60358808722,,
SOLUNET SDN. BHD.,din@solunet.com.my,60123083648,,
REIGN CONSULTANCY & MANAGEMENT,sunitha@reignmalaysia.com,60126102501,,
ETC TRAINING SDN. BHD.,info@etctraining.com.my,60333412112,,
AGILE INNOVATION (MALAYSIA) SDN. BHD.,lam@agileinno.com,60192123723,,
BIG INNOTECH SDN. BHD.,enquiry@myskybi.com,60350222935,,
ENGAGED POTENTIAL,sharon@engagedpotential.com,60163054619,,
ROOM OF LEADERS SDN. BHD.,roomofleaders.sdnbhd@gmail.com,60380114785,,
YAKIN CONSULTANCY RESOURCES,yakinconsultancy@gmail.com,60105596015,,
PELANGI PROFESSIONAL SDN. BHD.,afifi@pelangibooks.com,60389223993,,
BESTARI JAYA SOLUTIONS,bestarijayasolutions@gmail.com,60163264418,,
ASIAN BUSINESS CONSULTING,allangansf@gmail.com,60163319236,,
DIGIRITY PLT,mgong@digirity.com,60123321063,,
DAS CONSULTANCY SERVICES,jacob.dasconsulting@gmail.com,60175772770,,
VISUALOGIC MANAGEMENT SDN. BHD.,stacyngsc@yahoo.com,60122073326,,"REGUS SETIAWALK PUCHONG,UNIT 6, LEVEL 4 SETIAWALK MALL BLOCK K,SETIAWALK PERSIARAN WAWASAN,PUSAT BANDAR PUCHONG,PUCHONG,Selangor,Malaysia-47160"
PERSATUAN MINDA MAHIR INTERAKTIF SELANGOR,Mindamahir03@gmail.com,60367331499,,
1 ACCELERATE SDN. BHD.,admin@1acceleratesb.com,6.01176E+11,,
DRIMTIM SDN. BHD.,shajamilah@drimtim.my,60124277140,,"NO 7, 17TH FLOOR,SOHO 1 EMPIRE DAMANSARA,JALAN PJU 8/8,DAMANSARA PERDANA,PETALING JAYA,Selangor,Malaysia-47820"
IIQEQ RESOURCES PLT,ravin@iiqeqresources.com,60123795252,,
STEPUP PERFORMANCE CONSULTING,stella.hoh@gmail.com,60122092061,,
FERA TRAINING CENTER SDN. BHD.,training@fera.com.my,60122730893,,
JOMLIST DIGITAL PLT,jomlistdigital@gmail.com,60146630410,,
I GLOBAL ACADEMY,dtng@iglobal-ac.net,60129007690,,
AMPAC HUMAN DEVELOPMENT SDN. BHD.,ampachq@gmail.com,60125393684,,
KEN ACADEMIC TRAINING CENTRE (M) SDN. BHD.,masteracademycentre@yahoo.com,60333815554,,
AUTOTRONICS CENTRE OF EXCELLENCE SDN. BHD.,autotronics.coe@gmail.com,60126816262,,
ZANT SYNERGY SDN. BHD.,norazira770@gmail.com,60124911569,,
NNA & CO SDN. BHD.,m.maritimecourse@gmail.com,60122185657,,
REWA CONSULTANCY SDN. BHD.,rewaconsultancy@rewa.com.my,60331626568,,
MEDIA CULINARY ARTS AND HOSPITALITY ACADEMY SDN. BHD.,mcaha.academy@gmail.com,60378850408,,
TRAINLEGAL SDN. BHD.,admin@trainlegal.asia,60376634874,,"UNIT 1142,LEVEL 11, BLOCK A3,LEISURE COMMERCE SQUARE,NO.9, JALAN PJS 8/9,PETALING JAYA,Selangor,Malaysia-46150"
FIN2U DIGITAL SDN. BHD.,soonkay@gmail.com,60123340077,,
DOXA SOLUTIONS,info@doxasol.com,60122975528,,
AGILEMANIA TECHNOLOGIES SDN. BHD.,charles@agilemania.com,60176959760,,"LOT 2F-33 - 2F-35B, LEVEL 2,TROPICANA GARDENS MALL,NO. 2A, PERSIARAN SURIAN,TROPICANA INDAH,PETALING JAYA,Selangor,Malaysia-47810"
GAYA ACADEMY PLT,c1@prakash.com.my,60125356345,,
MINDFULNESS ACADEMY PLT,ivas1983@gmail.com,60125356345,,
INTISAR ACADEMY & CONSULTANCY SDN. BHD.,intact4info@gmail.com,6.0112E+11,,
PEOPLE QUEST SDN. BHD.,info@peoplequest.com.my,60329359309,,
WEVOLVE LEARNING PLT,coachlkkim@gmail.com,60162769290,,"A-3-3A, BLOCK A, KONDOMINUM A`MARINE,JALAN TASIK SELATAN,SUNWAY SOUTH QUAY,BANDAR SUNWAY,SUBANG JAYA,Selangor,Malaysia-47500"
INSPIRATION CONSULT ENTERPRISE,theinspirationconsult@gmail.com,60102123236,,
MTI LEGACY SDN. BHD.,info@mtilegacy.com,6.0111E+11,,
M5 SOLUTIONS SDN. BHD.,mazuin@m5solutions.my,60122779585,,
LYNCH PIN HOLDINGS SDN. BHD.,hrdc@lynch-pin.com,60350355422,,
UNITED CHINESE SCHOOL COMMITTEES` ASSOCIATION OF MALAYSIA,dztraining@djz.edu.my,60387362337,,
ENABLE DOTCOM SDN. BHD.,ongfy@enabledc.com.my,60122876638,,
PLATINUM SHAUFFMANTZ VERITAS SDN. BHD.,psvacademy@shauffmantz.com,6.01136E+11,,
PSYMETRIC SDN. BHD.,support@psymetric.com.my,60172003340,,
AKADEMI DR AZIZUL AMAR,maryam.drazizulamar@gmail.com,60163434848,,
FITECH SKILLS ACADEMY & CONSULTING SDN. BHD.,fitechskills@gmail.com,60172507775,,
SAUJANA SKILLS AND TECHNICAL ACADEMY,saujanaacademy@gmail.com,60126642519,,
M.U.S.T SDN. BHD.,humanresource@must.edu.my,60361517577,,
OSHMED SOLUTIONS SDN. BHD.,admin@oshmedsb.com,60387409040,,
SSR TRAINING AND CONSULTANCY,srinsri@gmail.com,60133305808,,
QSS TRAINING & CONSULTANCY,quah.swee.sean@gmail.com,60122839247,,
RHAZES WELL CONTROL SDN. BHD.,yusuf@rhazeswellcontrol.com,60195221487,,
TIB CONSULTANCY,sherylnew@tibconsultancy.com,60355246333,,
KAIZEN SAFETY FIRST SERVICES,linges69@yahoo.com,60163197847,,
QUWWA GROUP (M) SDN. BHD.,norsharryadi@gmail.com,60138909022,,
PERBADANAN HARTA INTELEK MALAYSIA,ipa@myipo.gov.my,60374963211,,
SAFETY PROFESSIONAL SOLUTIONS SDN BHD,lily@safetyprofessionals.com.my,60172924883,,
EVULX INTERNATIONAL SDN. BHD.,info@evulx.com,60122254456,,
MAISHINCE ACADEMY SDN. BHD.,admin@maishince.academy,60378597227,,
GLOBAL PARTNERS (M) SDN. BHD.,info@globalpartners.com.my,60351910400,,
AZEEDANILA MIND SEEHEART SERVICES,mind.seeheart@gmail.com,60173403326,,
ONE BILLION SOLUTIONS PLT,myobs.llp@gmail.com,6.01152E+11,,
FIRST NURTURE INTERNATIONAL SDN. BHD.,shantiraj.srconsult@gmail.com,60162385286,,
DY GLOBAL HOLDINGS SDN. BHD.,nursyamshadiha.yunus@gmail.com,6.01132E+11,,
LAWRENCE TAN ADVISORY SDN. BHD.,lawkptan@gmail.com,60122259109,,
JUZA MAYA SDN. BHD.,junaidah.othman@yahoo.com,60126359576,,
KVALITO MALAYSIA SDN. BHD.,selvi.nadarajan@kvalito.ch,60327281182,,
OGOS LEARNING RESOURCES SDN. BHD.,jinyoong@ogoslearning.com,60123033928,,
JALILI BIN ALIAS,jalili74@yahoo.com,60193733790,,
CONTROL UNION (MALAYSIA) SDN. BHD.,academymalaysia@controlunion.com,60330004132,,"LEVEL 17, UNIT NO. 1,2,3,3A, 5, 6 & 7,PORT TECH TOWER,JALAN TIARA 3, KU/1,BANDAR BARU KLANG,KLANG,Selangor,Malaysia-41150"
CX MANAGEMENT DEVELOPMENT,training@cxmgmt.com,60380241697,,
BUMBLE B SOLUTIONS,eddiewoocy@gmail.com,60123450724,,
HEWTON CONSULTANT,hewyl888@hotmail.com,60124813333,,
PERSATUAN PENGURUSAN RISIKO DAN INSURANS MALAYSIA (MARIM),marim.event@gmail.com,60379550284,,
STAR TULIP ACADEMY SDN. BHD.,STAcademy@startulipaviation.com,60378459069,,
PREMIER CONSULTING SDN. BHD.,norlinabwahab@gmail.com,60132738384,,"S1-3A-6,VISTA ALAM,JALAN IKHTISAS,SECTION 14,SHAH ALAM,Selangor,Malaysia-40000"
OPTIMYZE ASIA PLT,tohmichael67@gmail.com,6.01126E+11,,
SAMANEA ASIA CONSULTING SDN. BHD.,anushia@samaneaasia.com,60123851147,,
DELSTON STRATEGY CONSULTANCY SDN. BHD.,ruthito740@hotmail.com,6.03381E+11,,
LATHORA MANAGEMENT,prashansean@gmail.com,60163273527,,
ACCELERAX TRAINING & COACHING PLT,woonyee.soo@accelerax.asia,60123773831,,
Q3 MANAGEMENT SOLUTIONS SDN. BHD.,training@q3solutions.com.my,60323820800,,
WOLFPACK MANAGEMENT CONSULTANCY SDN. BHD.,info@thewolftrainer.com,60163114746,,
ENTIPIVI SOLUTIONS,info@entipivi.com.my,60147406030,,
EXCELSIOR EDUCATION & TECHNOLOGY SDN. BHD.,suthan.excelsior@gmail.com,60124940471,,
JELITA MULTIMEDIA SDN. BHD.,jelita.mkt@gmail.com,60133376430,,
SINNAP HAPPY HENS SDN. BHD.,sinnaphen@gmail.com,60122895419,,
QA VENTURES ENTERPRISE,qaventuresresit@gmail.com,60102000190,,
AIOTMISSION SDN. BHD.,info@aiotmission.com,60377731203,,
ELHAM AFNAN TRAINING HUB,suraini1774@gmail.com,60199131774,,
MATAN CENTRE SOLUTIONS ENGINEERING SDN. BHD.,shazwani.mcse@gmail.com,60189696272,,
KPL CORPORATE ADVISORY SDN. BHD.,shuyimly@yahoo.com,60176139920,,
FR TALENT RESOURCES,nuratiqah.uitm@gmail.com,6.06014E+11,,
UNIVERSITI PUTRA MALAYSIA,afzan@upm.edu.my,60397693512,,
JACKSON BEYOND LEARNING INTERNATIONAL PLT,jacksonbodylanguage@gmail.com,60390767300,,
NEXEA GROUP SDN. BHD.,fairuz@nexea.co,60182467889,,
ACE BIZNEZ ACADEMY SDN. BHD.,maria@acebiznez.com,60143474844,,
